2024-06-03 00:07:25 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:25 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:25 configure libk5crypto3:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:25 status unpacked libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:25 status half-configured libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:25 status installed libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:25 configure libsasl2-2:amd64 2.1.28+dfsg-10 <none>
2024-06-03 00:07:25 status unpacked libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:25 status half-configured libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:25 status installed libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:25 configure libssh2-1:amd64 1.10.0-3+b1 <none>
2024-06-03 00:07:25 status unpacked libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:25 status half-configured libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:25 status installed libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:25 configure libkrb5-3:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:25 status unpacked libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:25 status half-configured libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:25 status installed libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:25 configure openssl:amd64 3.0.11-1~deb12u2 <none>
2024-06-03 00:07:25 status unpacked openssl:amd64 3.0.11-1~deb12u2
2024-06-03 00:07:25 status half-configured openssl:amd64 3.0.11-1~deb12u2
2024-06-03 00:07:25 status installed openssl:amd64 3.0.11-1~deb12u2
2024-06-03 00:07:25 configure readline-common:all 8.2-1.3 <none>
2024-06-03 00:07:25 status unpacked readline-common:all 8.2-1.3
2024-06-03 00:07:25 status half-configured readline-common:all 8.2-1.3
2024-06-03 00:07:25 status installed readline-common:all 8.2-1.3
2024-06-03 00:07:25 configure libreadline8:amd64 8.2-1.3 <none>
2024-06-03 00:07:25 status unpacked libreadline8:amd64 8.2-1.3
2024-06-03 00:07:25 status half-configured libreadline8:amd64 8.2-1.3
2024-06-03 00:07:25 status installed libreadline8:amd64 8.2-1.3
2024-06-03 00:07:25 configure libldap-2.5-0:amd64 2.5.13+dfsg-5 <none>
2024-06-03 00:07:25 status unpacked libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:25 status half-configured libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:25 status installed libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:25 configure ca-certificates:all 20230311 <none>
2024-06-03 00:07:25 status unpacked ca-certificates:all 20230311
2024-06-03 00:07:25 status half-configured ca-certificates:all 20230311
2024-06-03 00:07:30 status installed ca-certificates:all 20230311
2024-06-03 00:07:30 status triggers-pending ca-certificates:all 20230311
2024-06-03 00:07:30 configure libgssapi-krb5-2:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:30 status unpacked libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:30 status half-configured libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:30 status installed libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:30 configure libcurl3-gnutls:amd64 7.88.1-10+deb12u5 <none>
2024-06-03 00:07:30 status unpacked libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:31 status half-configured libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:31 status installed libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:31 configure gnupg1:amd64 1.4.23-1.1+b1 <none>
2024-06-03 00:07:31 status unpacked gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:31 status half-configured gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:31 status installed gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:31 trigproc libc-bin:amd64 2.36-9+deb12u7 <none>
2024-06-03 00:07:31 status half-configured libc-bin:amd64 2.36-9+deb12u7
2024-06-03 00:07:31 status installed libc-bin:amd64 2.36-9+deb12u7
2024-06-03 00:07:31 trigproc ca-certificates:all 20230311 <none>
2024-06-03 00:07:31 status half-configured ca-certificates:all 20230311
2024-06-03 00:07:33 status installed ca-certificates:all 20230311
2024-06-03 00:07:36 startup packages remove
2024-06-03 00:07:36 status installed gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:36 remove gnupg1:amd64 1.4.23-1.1+b1 <none>
2024-06-03 00:07:36 status half-configured gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:36 status half-installed gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:36 status config-files gnupg1:amd64 1.4.23-1.1+b1
2024-06-03 00:07:36 status not-installed gnupg1:amd64 <none>
2024-06-03 00:07:36 status installed libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:36 remove libcurl3-gnutls:amd64 7.88.1-10+deb12u5 <none>
2024-06-03 00:07:36 status triggers-pending libc-bin:amd64 2.36-9+deb12u7
2024-06-03 00:07:36 status half-configured libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:36 status half-installed libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:36 status config-files libcurl3-gnutls:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:36 status not-installed libcurl3-gnutls:amd64 <none>
2024-06-03 00:07:36 status installed libbrotli1:amd64 1.0.9-2+b6
2024-06-03 00:07:36 remove libbrotli1:amd64 1.0.9-2+b6 <none>
2024-06-03 00:07:36 status half-configured libbrotli1:amd64 1.0.9-2+b6
2024-06-03 00:07:36 status half-installed libbrotli1:amd64 1.0.9-2+b6
2024-06-03 00:07:36 status config-files libbrotli1:amd64 1.0.9-2+b6
2024-06-03 00:07:36 status not-installed libbrotli1:amd64 <none>
2024-06-03 00:07:36 status installed libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 remove libgssapi-krb5-2:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:36 status half-configured libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status half-installed libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status config-files libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status installed libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 remove libkrb5-3:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:36 status half-configured libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status half-installed libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status config-files libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status not-installed libkrb5-3:amd64 <none>
2024-06-03 00:07:36 status installed libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 remove libk5crypto3:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:36 status half-configured libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status half-installed libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status config-files libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status not-installed libk5crypto3:amd64 <none>
2024-06-03 00:07:36 status installed libkeyutils1:amd64 1.6.3-2
2024-06-03 00:07:36 remove libkeyutils1:amd64 1.6.3-2 <none>
2024-06-03 00:07:36 status half-configured libkeyutils1:amd64 1.6.3-2
2024-06-03 00:07:36 status half-installed libkeyutils1:amd64 1.6.3-2
2024-06-03 00:07:36 status config-files libkeyutils1:amd64 1.6.3-2
2024-06-03 00:07:36 status not-installed libkeyutils1:amd64 <none>
2024-06-03 00:07:36 status installed libkrb5support0:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 remove libkrb5support0:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:36 status half-configured libkrb5support0:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status half-installed libkrb5support0:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status config-files libkrb5support0:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status not-installed libkrb5support0:amd64 <none>
2024-06-03 00:07:36 status installed libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:36 remove libldap-2.5-0:amd64 2.5.13+dfsg-5 <none>
2024-06-03 00:07:36 status half-configured libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:36 status half-installed libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:36 status config-files libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:36 status not-installed libldap-2.5-0:amd64 <none>
2024-06-03 00:07:36 status installed libnghttp2-14:amd64 1.52.0-1+deb12u1
2024-06-03 00:07:36 remove libnghttp2-14:amd64 1.52.0-1+deb12u1 <none>
2024-06-03 00:07:36 status half-configured libnghttp2-14:amd64 1.52.0-1+deb12u1
2024-06-03 00:07:36 status half-installed libnghttp2-14:amd64 1.52.0-1+deb12u1
2024-06-03 00:07:36 status config-files libnghttp2-14:amd64 1.52.0-1+deb12u1
2024-06-03 00:07:36 status not-installed libnghttp2-14:amd64 <none>
2024-06-03 00:07:36 status installed libpsl5:amd64 0.21.2-1
2024-06-03 00:07:36 remove libpsl5:amd64 0.21.2-1 <none>
2024-06-03 00:07:36 status half-configured libpsl5:amd64 0.21.2-1
2024-06-03 00:07:36 status half-installed libpsl5:amd64 0.21.2-1
2024-06-03 00:07:36 status config-files libpsl5:amd64 0.21.2-1
2024-06-03 00:07:36 status not-installed libpsl5:amd64 <none>
2024-06-03 00:07:36 status installed libreadline8:amd64 8.2-1.3
2024-06-03 00:07:36 remove libreadline8:amd64 8.2-1.3 <none>
2024-06-03 00:07:36 status half-configured libreadline8:amd64 8.2-1.3
2024-06-03 00:07:36 status half-installed libreadline8:amd64 8.2-1.3
2024-06-03 00:07:36 status config-files libreadline8:amd64 8.2-1.3
2024-06-03 00:07:36 status not-installed libreadline8:amd64 <none>
2024-06-03 00:07:36 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:36 remove librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2 <none>
2024-06-03 00:07:36 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:36 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:36 status config-files librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:36 status not-installed librtmp1:amd64 <none>
2024-06-03 00:07:36 status installed libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 remove libsasl2-2:amd64 2.1.28+dfsg-10 <none>
2024-06-03 00:07:36 status half-configured libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 status half-installed libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 status config-files libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 status not-installed libsasl2-2:amd64 <none>
2024-06-03 00:07:36 status installed libsasl2-modules-db:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 remove libsasl2-modules-db:amd64 2.1.28+dfsg-10 <none>
2024-06-03 00:07:36 status half-configured libsasl2-modules-db:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 status half-installed libsasl2-modules-db:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 status config-files libsasl2-modules-db:amd64 2.1.28+dfsg-10
2024-06-03 00:07:36 status not-installed libsasl2-modules-db:amd64 <none>
2024-06-03 00:07:36 status installed libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:36 remove libssh2-1:amd64 1.10.0-3+b1 <none>
2024-06-03 00:07:36 status half-configured libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:36 status half-installed libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:36 status config-files libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:36 status not-installed libssh2-1:amd64 <none>
2024-06-03 00:07:36 status installed readline-common:all 8.2-1.3
2024-06-03 00:07:36 remove readline-common:all 8.2-1.3 <none>
2024-06-03 00:07:36 status half-configured readline-common:all 8.2-1.3
2024-06-03 00:07:36 status half-installed readline-common:all 8.2-1.3
2024-06-03 00:07:36 status config-files readline-common:all 8.2-1.3
2024-06-03 00:07:36 startup packages configure
2024-06-03 00:07:36 trigproc libc-bin:amd64 2.36-9+deb12u7 <none>
2024-06-03 00:07:36 status half-configured libc-bin:amd64 2.36-9+deb12u7
2024-06-03 00:07:36 status installed libc-bin:amd64 2.36-9+deb12u7
2024-06-03 00:07:36 startup packages purge
2024-06-03 00:07:36 purge libgssapi-krb5-2:amd64 1.20.1-2+deb12u1 <none>
2024-06-03 00:07:36 status config-files libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:36 status not-installed libgssapi-krb5-2:amd64 <none>
2024-06-03 00:07:36 purge readline-common:all 8.2-1.3 <none>
2024-06-03 00:07:36 status config-files readline-common:all 8.2-1.3
2024-06-03 00:07:36 status not-installed readline-common:all <none>
2024-06-03 00:07:36 startup packages configure
2024-06-03 00:07:46 startup archives unpack
2024-06-03 00:07:46 install gettext-base:amd64 <none> 0.21-12
2024-06-03 00:07:46 status half-installed gettext-base:amd64 0.21-12
2024-06-03 00:07:46 status unpacked gettext-base:amd64 0.21-12
2024-06-03 00:07:46 install libbrotli1:amd64 <none> 1.0.9-2+b6
2024-06-03 00:07:46 status triggers-pending libc-bin:amd64 2.36-9+deb12u7
2024-06-03 00:07:46 status half-installed libbrotli1:amd64 1.0.9-2+b6
2024-06-03 00:07:46 status unpacked libbrotli1:amd64 1.0.9-2+b6
2024-06-03 00:07:46 install libkrb5support0:amd64 <none> 1.20.1-2+deb12u1
2024-06-03 00:07:46 status half-installed libkrb5support0:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:46 status unpacked libkrb5support0:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:46 install libk5crypto3:amd64 <none> 1.20.1-2+deb12u1
2024-06-03 00:07:46 status half-installed libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:46 status unpacked libk5crypto3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:46 install libkeyutils1:amd64 <none> 1.6.3-2
2024-06-03 00:07:46 status half-installed libkeyutils1:amd64 1.6.3-2
2024-06-03 00:07:47 status unpacked libkeyutils1:amd64 1.6.3-2
2024-06-03 00:07:47 install libkrb5-3:amd64 <none> 1.20.1-2+deb12u1
2024-06-03 00:07:47 status half-installed libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:47 status unpacked libkrb5-3:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:47 install libgssapi-krb5-2:amd64 <none> 1.20.1-2+deb12u1
2024-06-03 00:07:47 status half-installed libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:47 status unpacked libgssapi-krb5-2:amd64 1.20.1-2+deb12u1
2024-06-03 00:07:47 install libsasl2-modules-db:amd64 <none> 2.1.28+dfsg-10
2024-06-03 00:07:47 status half-installed libsasl2-modules-db:amd64 2.1.28+dfsg-10
2024-06-03 00:07:47 status unpacked libsasl2-modules-db:amd64 2.1.28+dfsg-10
2024-06-03 00:07:47 install libsasl2-2:amd64 <none> 2.1.28+dfsg-10
2024-06-03 00:07:47 status half-installed libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:47 status unpacked libsasl2-2:amd64 2.1.28+dfsg-10
2024-06-03 00:07:47 install libldap-2.5-0:amd64 <none> 2.5.13+dfsg-5
2024-06-03 00:07:47 status half-installed libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:47 status unpacked libldap-2.5-0:amd64 2.5.13+dfsg-5
2024-06-03 00:07:47 install libnghttp2-14:amd64 <none> 1.52.0-1+deb12u1
2024-06-03 00:07:47 status half-installed libnghttp2-14:amd64 1.52.0-1+deb12u1
2024-06-03 00:07:47 status unpacked libnghttp2-14:amd64 1.52.0-1+deb12u1
2024-06-03 00:07:47 install libpsl5:amd64 <none> 0.21.2-1
2024-06-03 00:07:47 status half-installed libpsl5:amd64 0.21.2-1
2024-06-03 00:07:47 status unpacked libpsl5:amd64 0.21.2-1
2024-06-03 00:07:47 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:47 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:47 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2024-06-03 00:07:47 install libssh2-1:amd64 <none> 1.10.0-3+b1
2024-06-03 00:07:47 status half-installed libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:47 status unpacked libssh2-1:amd64 1.10.0-3+b1
2024-06-03 00:07:47 install libcurl4:amd64 <none> 7.88.1-10+deb12u5
2024-06-03 00:07:47 status half-installed libcurl4:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:48 status unpacked libcurl4:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:48 install curl:amd64 <none> 7.88.1-10+deb12u5
2024-06-03 00:07:48 status half-installed curl:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:48 status unpacked curl:amd64 7.88.1-10+deb12u5
2024-06-03 00:07:48 install fonts-dejavu-core:all <none> 2.37-6
2024-06-03 00:07:48 status half-installed fonts-dejavu-core:all 2.37-6
2024-06-03 00:07:48 status unpacked fonts-dejavu-core:all 2.37-6
2024-06-03 00:07:48 install fontconfig-config:amd64 <none> 2.14.1-4
2024-06-03 00:07:48 status half-installed fontconfig-config:amd64 2.14.1-4
2024-06-03 00:07:49 status unpacked fontconfig-config:amd64 2.14.1-4
2024-06-03 00:07:49 install libabsl20220623:amd64 <none> 20220623.1-1
2024-06-03 00:07:49 status half-installed libabsl20220623:amd64 20220623.1-1
2024-06-03 00:07:49 status unpacked libabsl20220623:amd64 20220623.1-1
2024-06-03 00:07:49 install libaom3:amd64 <none> 3.6.0-1
2024-06-03 00:07:49 status half-installed libaom3:amd64 3.6.0-1
2024-06-03 00:07:49 status unpacked libaom3:amd64 3.6.0-1
2024-06-03 00:07:49 install libdav1d6:amd64 <none> 1.0.0-2+deb12u1
2024-06-03 00:07:49 status half-installed libdav1d6:amd64 1.0.0-2+deb12u1
2024-06-03 00:07:49 status unpacked libdav1d6:amd64 1.0.0-2+deb12u1
2024-06-03 00:07:49 install libgav1-1:amd64 <none> 0.18.0-1+b1
2024-06-03 00:07:49 status half-installed libgav1-1:amd64 0.18.0-1+b1
2024-06-03 00:07:49 status unpacked libgav1-1:amd64 0.18.0-1+b1
2024-06-03 00:07:50 install librav1e0:amd64 <none> 0.5.1-6
2024-06-03 00:07:50 status half-installed librav1e0:amd64 0.5.1-6
2024-06-03 00:07:50 status unpacked librav1e0:amd64 0.5.1-6
2024-06-03 00:07:50 install libsvtav1enc1:amd64 <none> 1.4.1+dfsg-1
2024-06-03 00:07:50 status half-installed libsvtav1enc1:amd64 1.4.1+dfsg-1
2024-06-03 00:07:50 status unpacked libsvtav1enc1:amd64 1.4.1+dfsg-1
2024-06-03 00:07:50 install libjpeg62-turbo:amd64 <none> 1:2.1.5-2
2024-06-03 00:07:50 status half-installed libjpeg62-turbo:amd64 1:2.1.5-2
2024-06-03 00:07:50 status unpacked libjpeg62-turbo:amd64 1:2.1.5-2
2024-06-03 00:07:50 install libyuv0:amd64 <none> 0.0~git20230123.b2528b0-1
2024-06-03 00:07:50 status half-installed libyuv0:amd64 0.0~git20230123.b2528b0-1
2024-06-03 00:07:51 status unpacked libyuv0:amd64 0.0~git20230123.b2528b0-1
